gid	gname	t0	t5	t10	t15	t20	t25	t30	t35	t40	t45	t50	t55	t60	t65	t70	t75	t80	t85	t90	t95	t100	t105	t110	t115	t120
YLR016C		-0.06042	-0.06697	-0.06628	-0.06119	-0.05211	-0.04186	-0.03699	-0.03247	-0.02433	-0.02061	-0.03131	-0.05386	-0.07746	-0.1032	-0.1304	-0.1454	-0.1412	-0.123	-0.0964	-0.05951	-0.0189	0.007014	0.01338	0.008258	-0.007345
YLR017W	MEU1	-0.07786	-0.07058	-0.06627	-0.06372	-0.05531	-0.04173	-0.03422	-0.05083	-0.08358	-0.1047	-0.09547	-0.07018	-0.05022	-0.05	-0.06096	-0.07017	-0.07758	-0.08503	-0.08241	-0.05584	-0.01208	0.02804	0.05674	0.07615	0.08019
YLR018C		0.1341	0.1204	0.1162	0.1187	0.1315	0.1504	0.1612	0.1573	0.1511	0.1574	0.1827	0.2095	0.2164	0.1865	0.1386	0.1055	0.1221	0.1713	0.2074	0.1976	0.1568	0.1112	0.07047	0.03637	0.02276
YLR019W		-0.1982	-0.187	-0.1889	-0.1987	-0.2135	-0.2295	-0.2403	-0.2411	-0.2365	-0.2335	-0.2319	-0.2303	-0.2338	-0.2427	-0.2482	-0.2414	-0.2185	-0.1958	-0.1946	-0.2259	-0.2632	-0.2715	-0.2433	-0.1937	-0.1215
YLR020C		-0.2859	-0.1905	-0.1078	-0.04399	-0.006	0.004722	-0.009883	-0.05281	-0.1094	-0.1511	-0.1712	-0.1804	-0.1766	-0.1539	-0.1209	-0.09661	-0.09193	-0.09765	-0.1027	-0.09828	-0.09123	-0.09428	-0.1118	-0.1425	-0.19
YLR021W		-0.0383	-0.01277	0.01529	0.04002	0.05719	0.06461	0.05946	0.04332	0.02162	-0.002602	-0.03847	-0.08183	-0.1098	-0.1047	-0.08065	-0.06279	-0.06611	-0.07202	-0.05515	-0.004113	0.05221	0.07875	0.06816	0.03513	-0.02224
YLR022C		0.1551	0.02691	-0.06523	-0.1291	-0.1617	-0.1696	-0.1747	-0.1834	-0.1846	-0.1748	-0.1559	-0.1394	-0.1357	-0.1461	-0.1637	-0.1867	-0.2296	-0.2784	-0.2878	-0.2296	-0.1451	-0.09449	-0.09401	-0.126	-0.1993
YLR023C		-0.1092	-0.01826	0.06071	0.1237	0.1578	0.1647	0.162	0.1628	0.1761	0.2144	0.2877	0.3623	0.3852	0.3323	0.2515	0.1981	0.2056	0.232	0.2194	0.1243	-0.007052	-0.0975	-0.1225	-0.1027	-0.02839
YLR024C		-0.5356	-0.4047	-0.2849	-0.1858	-0.116	-0.07913	-0.07668	-0.09952	-0.1304	-0.1587	-0.1984	-0.248	-0.2733	-0.2295	-0.1369	-0.05976	-0.05739	-0.1098	-0.1618	-0.1835	-0.1843	-0.1674	-0.1374	-0.1057	-0.08597
YLR025W	SNF7	0.2508	0.3056	0.3251	0.3125	0.2493	0.1492	0.0643	0.01974	0.006411	0.02468	0.08553	0.1677	0.2232	0.2185	0.1703	0.106	0.03433	-0.03396	-0.069	-0.05487	-0.01414	0.02533	0.05527	0.08509	0.1134
YLR026C	SED5	0.03207	-0.07684	-0.1407	-0.1662	-0.1441	-0.08646	-0.03138	0.01112	0.0513	0.08149	0.08955	0.07522	0.04855	0.01527	-0.01451	-0.0241	-0.003089	0.03114	0.05359	0.05613	0.04982	0.03842	0.02214	-0.001208	-0.03149
YLR027C	AAT2	0.5548	0.3829	0.258	0.1776	0.1576	0.1844	0.2114	0.215	0.2134	0.2231	0.2641	0.3217	0.3603	0.3547	0.3218	0.2896	0.2746	0.2696	0.267	0.2639	0.2666	0.2815	0.3096	0.3487	0.4006
YLR028C	ADE16	0.04151	0.1074	0.129	0.1157	0.0518	-0.03956	-0.09105	-0.07578	-0.02735	0.03092	0.0967	0.154	0.1592	0.07758	-0.04981	-0.1535	-0.1997	-0.2124	-0.2082	-0.1841	-0.1373	-0.08453	-0.03071	0.02698	0.08367
YLR029C	RPL15A	-0.47	-0.3531	-0.2659	-0.2069	-0.1864	-0.1944	-0.1991	-0.1801	-0.1481	-0.1178	-0.08335	-0.04319	-0.01758	-0.01297	-0.03233	-0.09074	-0.219	-0.3721	-0.4514	-0.4088	-0.3118	-0.2347	-0.1987	-0.1828	-0.1982
YLR030W		-0.2112	-0.07405	0.02346	0.07767	0.07405	0.01715	-0.06813	-0.1827	-0.3063	-0.3822	-0.3805	-0.3312	-0.2666	-0.1948	-0.1212	-0.07494	-0.07499	-0.1005	-0.1207	-0.1226	-0.1204	-0.1244	-0.1361	-0.1526	-0.1775
YLR031W		0.03604	0.05211	0.05904	0.05652	0.03797	0.005434	-0.02848	-0.05995	-0.09293	-0.1265	-0.1618	-0.1895	-0.1931	-0.157	-0.09754	-0.04565	-0.01354	0.006587	0.01373	0.01178	-0.001721	-0.03727	-0.09736	-0.1796	-0.2871
YLR032W	RAD5	-0.6052	-0.1468	0.186	0.3892	0.4148	0.2839	0.09629	-0.1245	-0.3633	-0.5331	-0.6023	-0.5908	-0.4897	-0.2591	0.02635	0.2048	0.1855	0.0593	-0.06291	-0.131	-0.1785	-0.2203	-0.2623	-0.3054	-0.3563
YLR033W		-0.2889	-0.3095	-0.3112	-0.2992	-0.2767	-0.2483	-0.2223	-0.1889	-0.1486	-0.1243	-0.1391	-0.1798	-0.2148	-0.2166	-0.1956	-0.1772	-0.1912	-0.2243	-0.2379	-0.2042	-0.1506	-0.1209	-0.129	-0.1664	-0.243
YLR034C	SMF3	0.2579	0.2694	0.2553	0.2252	0.1608	0.08192	0.05562	0.137	0.2846	0.4211	0.5272	0.6007	0.5898	0.439	0.208	0.01832	-0.06864	-0.09195	-0.0808	-0.04472	0.01012	0.05958	0.09785	0.137	0.1798
YLR035C		-0.07835	-0.05383	-0.02713	-0.002001	0.02123	0.03921	0.04364	0.03291	0.01613	0.001172	-0.01831	-0.04473	-0.06436	-0.06487	-0.05092	-0.03425	-0.02253	-0.01629	-0.01655	-0.02184	-0.03721	-0.07342	-0.1326	-0.2099	-0.3053
YLR035C-A		1.284	1.359	1.374	1.33	1.195	0.9921	0.8108	0.7011	0.6355	0.586	0.5204	0.4412	0.3716	0.3469	0.3617	0.3785	0.4633	0.5634	0.4626	-0.03683	-0.7045	-1.114	-1.139	-0.8926	-0.3071
YLR036C		0.2008	0.217	0.2272	0.2311	0.2234	0.2066	0.1924	0.1957	0.2141	0.2333	0.2436	0.2437	0.2324	0.2055	0.1737	0.158	0.176	0.2027	0.1959	0.1272	0.028	-0.05363	-0.1021	-0.129	-0.1271
YLR037C		0.04855	0.05151	0.05535	0.05703	0.05483	0.04867	0.03794	0.02022	-0.0006037	-0.01569	-0.02531	-0.03755	-0.05532	-0.07791	-0.09549	-0.0973	-0.07833	-0.04755	-0.01521	0.01676	0.04577	0.06061	0.05754	0.03877	0.001973
YLR038C	COX12	0.3303	0.3374	0.3511	0.3728	0.4076	0.4464	0.4685	0.4759	0.489	0.5148	0.5635	0.6156	0.6336	0.5906	0.5199	0.4741	0.4736	0.4824	0.4684	0.4102	0.3383	0.2988	0.3045	0.3405	0.4113
YLR039C	RIC1	0.07147	0.06974	0.07347	0.07962	0.08307	0.0821	0.07885	0.07505	0.07446	0.08223	0.1017	0.1229	0.1308	0.1223	0.1101	0.1027	0.1103	0.1246	0.126	0.09874	0.05901	0.03515	0.03481	0.04904	0.08133
YLR041W		-0.02591	-0.1679	-0.2787	-0.3585	-0.3992	-0.4052	-0.3949	-0.3793	-0.3636	-0.358	-0.3632	-0.369	-0.3691	-0.3549	-0.3264	-0.2903	-0.2424	-0.1918	-0.1653	-0.1836	-0.2276	-0.2636	-0.2801	-0.2855	-0.2759
YLR042C		0.885	0.4452	0.1077	-0.1314	-0.2528	-0.2713	-0.2424	-0.1745	-0.08453	-0.04093	-0.1132	-0.2295	-0.2466	-0.05981	0.2688	0.6325	1.022	1.381	1.534	1.379	1.065	0.7956	0.6313	0.5102	0.4553
YLR043C	TRX1	0.2608	0.08267	-0.06062	-0.1726	-0.2566	-0.3128	-0.3395	-0.326	-0.2849	-0.25	-0.2457	-0.2528	-0.2399	-0.1856	-0.1146	-0.06505	-0.07905	-0.1223	-0.1179	-0.002847	0.1632	0.2734	0.2964	0.2608	0.15
YLR044C	PDC1	-0.3355	-0.2492	-0.1964	-0.1672	-0.159	-0.1614	-0.1523	-0.1297	-0.1097	-0.09766	-0.08847	-0.07563	-0.06228	-0.0588	-0.06991	-0.09023	-0.1114	-0.1391	-0.1885	-0.2754	-0.3637	-0.3912	-0.342	-0.2381	-0.07512
YLR045C	STU2	-1.071	-0.8754	-0.6377	-0.3797	-0.09141	0.1912	0.3774	0.4396	0.4214	0.3388	0.1493	-0.1115	-0.3106	-0.3782	-0.3471	-0.2381	-0.04308	0.1866	0.3409	0.3819	0.3651	0.3217	0.2596	0.1663	0.04182
YLR046C		-0.000769	-0.117	-0.1704	-0.1693	-0.09379	0.03053	0.127	0.1699	0.1859	0.1776	0.1395	0.08143	0.02865	-0.02468	-0.0734	-0.07562	0.0009683	0.1181	0.2118	0.2581	0.2754	0.2638	0.2243	0.1602	0.07536
YLR047C		-0.2835	-0.2358	-0.1785	-0.1149	-0.03807	0.0437	0.1043	0.133	0.1392	0.1278	0.0926	0.03823	-0.01497	-0.06104	-0.0906	-0.07819	0.009814	0.1299	0.1918	0.1427	0.03315	-0.07201	-0.1518	-0.221	-0.2682
YLR048W	RPS0B	-0.5325	-0.3394	-0.2103	-0.137	-0.1439	-0.2068	-0.2449	-0.2102	-0.137	-0.0688	-0.02233	0.01427	0.04064	0.06287	0.0796	0.07927	0.06439	0.0363	-0.01827	-0.1242	-0.2484	-0.3167	-0.3083	-0.2453	-0.1185
YLR049C		-1.098	-0.4924	-0.03193	0.2731	0.3567	0.2401	0.04308	-0.221	-0.519	-0.7006	-0.6668	-0.4591	-0.1388	0.3103	0.7728	0.9903	0.8257	0.4685	0.1509	-0.06687	-0.2398	-0.3091	-0.2568	-0.1028	0.1555
YLR050C		-0.01167	0.07717	0.1902	0.3132	0.4738	0.6351	0.6857	0.5547	0.312	0.05717	-0.1948	-0.4324	-0.5607	-0.517	-0.3598	-0.176	-0.002759	0.1574	0.2696	0.3303	0.3567	0.3449	0.2922	0.1957	0.05101
YLR051C		-0.1952	-0.2988	-0.3648	-0.4001	-0.4006	-0.3741	-0.3454	-0.3102	-0.2678	-0.2479	-0.2772	-0.3384	-0.3951	-0.428	-0.447	-0.4589	-0.4823	-0.508	-0.5017	-0.4347	-0.3387	-0.2696	-0.2446	-0.2504	-0.298
YLR052W		-0.06701	-0.0057	0.04065	0.0689	0.06979	0.04569	0.01087	-0.02796	-0.06693	-0.09607	-0.1181	-0.1345	-0.1336	-0.1134	-0.08758	-0.06735	-0.04402	-0.02009	-0.02353	-0.07704	-0.1557	-0.2159	-0.2439	-0.2483	-0.2197
YLR054C		0.3877	0.3677	0.327	0.2716	0.2012	0.1264	0.06977	0.02821	-0.009324	-0.03174	-0.02401	0.006595	0.03771	0.05811	0.06876	0.06556	0.04123	0.0086	-0.006259	0.01548	0.05488	0.08137	0.08432	0.06811	0.02464
YLR055C	SPT8	-0.1621	-0.1173	-0.1071	-0.1228	-0.1861	-0.2748	-0.3148	-0.2546	-0.1369	-0.02839	0.04434	0.0941	0.1134	0.09683	0.05734	0.01444	-0.03553	-0.08709	-0.107	-0.07206	-0.006584	0.05105	0.08905	0.1182	0.134
YLR056W	ERG3	-0.6189	-0.6081	-0.5026	-0.3257	-0.03382	0.3189	0.5634	0.6064	0.536	0.4549	0.4036	0.3562	0.3155	0.2626	0.1973	0.1507	0.1587	0.1999	0.2202	0.1923	0.1467	0.1154	0.1062	0.1116	0.1396
YLR057W		0.05737	0.127	0.1652	0.1778	0.1451	0.08418	0.05603	0.1108	0.2197	0.3249	0.4001	0.434	0.3918	0.2466	0.05447	-0.0947	-0.1631	-0.1778	-0.1463	-0.06429	0.04903	0.1503	0.2271	0.2955	0.3553
YLR058C	SHM2	0.3813	0.6272	0.7813	0.8555	0.8272	0.7225	0.626	0.5777	0.5446	0.5015	0.4324	0.346	0.2542	0.1451	0.0317	-0.036	-0.02826	0.03591	0.1334	0.2643	0.4162	0.5481	0.6489	0.7357	0.8095
YLR059C	YNT20	-0.01637	-0.07149	-0.1029	-0.1162	-0.1094	-0.08964	-0.07626	-0.08257	-0.09402	-0.08824	-0.06048	-0.04007	-0.0557	-0.1344	-0.2414	-0.313	-0.3114	-0.263	-0.2003	-0.1165	-0.01322	0.06509	0.1036	0.1176	0.1082
YLR060W	FRS1	0.1384	0.141	0.1343	0.1196	0.09191	0.05602	0.02785	0.01026	0.002275	0.01412	0.063	0.128	0.1623	0.1302	0.05602	-0.01706	-0.05538	-0.05931	-0.03689	0.009954	0.0659	0.1029	0.1126	0.1078	0.0918
YLR061W	RPL22A	0.2416	0.1691	0.1165	0.08085	0.05986	0.0501	0.04713	0.04611	0.05276	0.07851	0.1342	0.1984	0.2339	0.2201	0.1828	0.1554	0.1416	0.1455	0.2008	0.3373	0.5153	0.6637	0.7602	0.8244	0.8472
YLR062C		0.286	0.1854	0.1169	0.07816	0.07938	0.1109	0.1407	0.1464	0.1409	0.1448	0.1769	0.2186	0.2345	0.1969	0.1367	0.1062	0.111	0.1422	0.2305	0.4123	0.6398	0.8162	0.9121	0.9508	0.9147
YLR063W		-0.522	-0.5823	-0.574	-0.5115	-0.3717	-0.1834	-0.03798	0.03088	0.0581	0.0546	0.008789	-0.0739	-0.157	-0.236	-0.3043	-0.3218	-0.2434	-0.1193	-0.05242	-0.1012	-0.2072	-0.2988	-0.3535	-0.3882	-0.3895
YLR064W		-0.007273	0.01605	0.04619	0.07468	0.0949	0.09927	0.07791	0.03544	-0.005638	-0.02832	-0.02963	-0.0295	-0.04529	-0.08692	-0.1374	-0.1736	-0.1993	-0.2118	-0.1787	-0.06947	0.07024	0.1581	0.1704	0.1329	0.03674
YLR065C		0.1364	0.1497	0.1535	0.1504	0.1416	0.1278	0.1114	0.09193	0.06894	0.04552	0.02683	0.01691	0.01708	0.01958	0.01641	0.008568	-0.003006	-0.01112	-0.0054	0.02329	0.06009	0.07936	0.07481	0.05665	0.02392
YLR066W	SPC3	0.2221	0.3684	0.4566	0.4918	0.455	0.3623	0.2707	0.2101	0.1676	0.1364	0.1096	0.08589	0.06698	0.05642	0.05267	0.04974	0.025	-0.01562	-0.03536	-0.004129	0.05374	0.09341	0.1019	0.08888	0.0432
YLR067C	PET309	-0.2493	-0.2387	-0.2208	-0.2006	-0.1826	-0.1696	-0.1642	-0.1623	-0.1623	-0.1712	-0.2053	-0.2517	-0.274	-0.242	-0.1792	-0.1299	-0.1188	-0.1294	-0.1441	-0.1556	-0.167	-0.1758	-0.1819	-0.1877	-0.1945
YLR068W		-0.2754	-0.3202	-0.3395	-0.3373	-0.3073	-0.2528	-0.1923	-0.1264	-0.06132	-0.02454	-0.04323	-0.1043	-0.1747	-0.2405	-0.2975	-0.3277	-0.3269	-0.3083	-0.2792	-0.2275	-0.1692	-0.1537	-0.1953	-0.2814	-0.4206
YLR069C	MEF1	-0.003116	-0.00543	-0.00741	-0.01056	-0.01437	-0.0212	-0.03691	-0.07382	-0.1154	-0.1241	-0.07731	-0.001624	0.06656	0.1138	0.1412	0.1341	0.0866	0.01742	-0.0514	-0.1171	-0.1749	-0.1996	-0.1837	-0.1321	-0.03789
YLR070C		-0.04029	-0.01277	0.004749	0.01499	0.01769	0.01406	0.009015	-0.0006022	-0.01577	-0.02831	-0.0279	-0.01479	0.003318	0.02735	0.05574	0.07708	0.08494	0.08186	0.06986	0.04644	0.01979	0.007912	0.01547	0.0345	0.06414
YLR071C	RGR1	0.07794	-0.04156	-0.1211	-0.1653	-0.1661	-0.1315	-0.08995	-0.04181	0.01827	0.07041	0.09831	0.1004	0.07895	0.02556	-0.0432	-0.08771	-0.08821	-0.06728	-0.04881	-0.04203	-0.03938	-0.03957	-0.04156	-0.0433	-0.042
YLR072W		-0.2286	-0.2567	-0.2665	-0.2623	-0.2424	-0.2143	-0.1956	-0.1961	-0.2024	-0.1983	-0.1729	-0.1354	-0.0995	-0.06477	-0.03064	-0.01072	-0.03169	-0.0756	-0.08907	-0.03382	0.0591	0.139	0.189	0.2173	0.2105
YLR073C		-0.04782	-0.1669	-0.2302	-0.2464	-0.2134	-0.1434	-0.06791	0.02946	0.1451	0.2181	0.2046	0.1313	0.04304	-0.04043	-0.115	-0.1591	-0.1593	-0.1386	-0.1291	-0.1397	-0.1508	-0.1516	-0.1432	-0.1351	-0.1293
YLR074C		0.07516	-0.09527	-0.2296	-0.3272	-0.3832	-0.3976	-0.3774	-0.3126	-0.2215	-0.153	-0.1249	-0.1259	-0.1609	-0.2494	-0.3736	-0.4831	-0.5663	-0.6146	-0.5822	-0.4263	-0.213	-0.05979	-0.001656	-0.002621	-0.0739
YLR075W	RPL10	0.05476	0.02418	-0.000614	-0.0183	-0.02883	-0.03373	-0.03403	-0.0204	0.008365	0.03904	0.07032	0.1047	0.1346	0.1588	0.1787	0.1905	0.1779	0.1483	0.1342	0.1501	0.181	0.2153	0.2498	0.2878	0.3271
YLR076C		-0.02214	-0.06157	-0.08692	-0.09987	-0.1054	-0.106	-0.09966	-0.07532	-0.03363	0.009836	0.05272	0.09242	0.113	0.1071	0.08737	0.06841	0.05037	0.0306	0.01936	0.0287	0.05759	0.09672	0.139	0.1787	0.2084
YLR077W		-0.2358	-0.09525	0.006616	0.06815	0.06823	0.01677	-0.04135	-0.08351	-0.1125	-0.1214	-0.1114	-0.08706	-0.04603	0.02577	0.1102	0.161	0.1483	0.09475	0.0331	-0.02626	-0.08091	-0.1102	-0.1089	-0.08624	-0.04338
YLR078C	BOS1	0.07833	0.2953	0.4539	0.5523	0.569	0.513	0.4279	0.3229	0.2104	0.1385	0.1373	0.1782	0.2216	0.2486	0.2618	0.2539	0.2163	0.1693	0.1493	0.1789	0.2312	0.2686	0.2792	0.2715	0.2388
YLR079W	SIC1	-0.8496	-0.8244	-0.8124	-0.8189	-0.8686	-0.9537	-1.03	-1.113	-1.183	-1.146	-0.8937	-0.4841	-0.06648	0.3091	0.5934	0.6385	0.3559	-0.08222	-0.4338	-0.6336	-0.755	-0.7641	-0.6503	-0.4234	-0.08009
YLR080W		0.1035	0.1624	0.1757	0.1492	0.05998	-0.07098	-0.1717	-0.2133	-0.2228	-0.2127	-0.1799	-0.1234	-0.05884	0.01923	0.09905	0.1396	0.1127	0.05398	0.01831	0.0239	0.04286	0.06103	0.07728	0.09863	0.1231
YLR081W	GAL2	-0.1265	-0.06889	-0.03393	-0.02051	-0.04368	-0.09542	-0.14	-0.1616	-0.1626	-0.1345	-0.06171	0.03416	0.1051	0.1379	0.1522	0.149	0.1209	0.07206	0.02098	-0.02914	-0.07425	-0.09469	-0.08615	-0.05847	-0.01326
YLR082C	SRL2	-0.4279	-0.3684	-0.3073	-0.2475	-0.1879	-0.1345	-0.09978	-0.0894	-0.09239	-0.09655	-0.09939	-0.1014	-0.09486	-0.07703	-0.05553	-0.03825	-0.02916	-0.03468	-0.06635	-0.1342	-0.2192	-0.2889	-0.3329	-0.3604	-0.369
YLR083C	EMP70	-0.4805	-0.4255	-0.3573	-0.2803	-0.1832	-0.07591	0.005323	0.04114	0.04706	0.03906	0.01813	-0.02309	-0.08124	-0.1706	-0.2657	-0.3035	-0.2192	-0.07244	0.01255	-0.03784	-0.154	-0.2453	-0.2834	-0.2884	-0.2423
YLR084C		-1.198	-0.9772	-0.7887	-0.6355	-0.5641	-0.5595	-0.5326	-0.391	-0.169	0.03294	0.1634	0.2327	0.233	0.1533	0.02454	-0.09814	-0.2161	-0.3266	-0.3685	-0.2986	-0.1591	-0.01672	0.1063	0.2257	0.3318
YLR085C	ARP6	-0.1247	-0.1611	-0.1838	-0.1944	-0.1935	-0.1828	-0.1652	-0.1342	-0.08844	-0.03772	0.01852	0.07304	0.1041	0.09353	0.05543	0.01705	-0.01614	-0.04563	-0.05458	-0.03546	-0.003205	0.02523	0.04649	0.06835	0.09053
YLR086W	SMC4	-0.2265	-0.1767	-0.1194	-0.0595	0.004966	0.06831	0.114	0.144	0.1672	0.1774	0.1568	0.1054	0.0441	-0.01541	-0.06278	-0.07899	-0.05224	-0.003703	0.03622	0.05269	0.04987	0.02585	-0.01655	-0.07018	-0.1304
YLR087C		-0.03042	-0.04323	-0.04609	-0.04159	-0.02301	0.001596	0.007474	-0.02364	-0.07373	-0.1132	-0.1295	-0.1282	-0.1067	-0.04965	0.02753	0.08187	0.08435	0.05044	0.003874	-0.04506	-0.0897	-0.1117	-0.1078	-0.08891	-0.05824
YLR088W	GAA1	-0.1213	-0.1069	-0.05968	0.008881	0.1196	0.2486	0.3174	0.2638	0.1388	0.03356	-0.01621	-0.0421	-0.05435	-0.05591	-0.04266	-0.0141	0.04752	0.1237	0.1606	0.1276	0.05845	-0.004427	-0.04789	-0.08247	-0.1012
YLR089C		0.0313	-0.0319	-0.08389	-0.1267	-0.1593	-0.1865	-0.2185	-0.2683	-0.3111	-0.3012	-0.1932	-0.03416	0.08248	0.1039	0.06769	0.01617	-0.02627	-0.06708	-0.1117	-0.1814	-0.2521	-0.2608	-0.1905	-0.06069	0.1369
YLR090W	XDJ1	-0.07425	-0.165	-0.2234	-0.2547	-0.2539	-0.2309	-0.2124	-0.2118	-0.2118	-0.1936	-0.1408	-0.0699	-0.01203	0.01851	0.02463	0.001104	-0.06885	-0.165	-0.2372	-0.265	-0.2626	-0.2323	-0.1756	-0.0945	0.008194
YLR091W		-0.1224	-0.1349	-0.1391	-0.1334	-0.1056	-0.06042	-0.02149	-0.004136	0.0005734	0.005587	0.01644	0.02491	0.02334	0.008035	-0.00812	-0.007902	0.01866	0.05198	0.065	0.04621	0.0176	0.002212	0.005781	0.01983	0.04616
YLR092W	SUL2	0.6201	0.8503	0.9579	0.9729	0.8723	0.6987	0.5802	0.5538	0.5452	0.5148	0.4728	0.4544	0.458	0.4742	0.4803	0.4543	0.3867	0.3149	0.2878	0.3329	0.4164	0.4957	0.5571	0.6131	0.6597
YLR093C	NYV1	0.5947	0.5004	0.3908	0.2782	0.1808	0.09955	0.02156	-0.08029	-0.1808	-0.2142	-0.1158	0.05959	0.1975	0.2238	0.1858	0.1509	0.1436	0.1383	0.1277	0.09786	0.06274	0.05654	0.08926	0.1498	0.2409
YLR094C	GIS3	-0.2878	-0.2141	-0.1576	-0.1189	-0.1027	-0.1039	-0.1082	-0.1086	-0.1153	-0.1394	-0.2048	-0.2817	-0.3023	-0.226	-0.1099	-0.03301	-0.04063	-0.09784	-0.1629	-0.2175	-0.2584	-0.266	-0.2363	-0.1797	-0.09907
YLR095C		-0.2728	-0.2384	-0.201	-0.1639	-0.1279	-0.09606	-0.07536	-0.06391	-0.06095	-0.07509	-0.1193	-0.1753	-0.2053	-0.1815	-0.1275	-0.08173	-0.08175	-0.1046	-0.09795	-0.02417	0.07741	0.1433	0.154	0.1234	0.03773
YLR096W	KIN2	0.1372	0.05753	-0.007008	-0.05346	-0.08193	-0.09207	-0.08034	-0.02572	0.05251	0.09747	0.07195	0.00906	-0.0426	-0.04351	-0.01404	0.004534	-0.02275	-0.07834	-0.1247	-0.1364	-0.1272	-0.1188	-0.1185	-0.1207	-0.1278
YLR097C		-0.007968	0.02017	0.03078	0.02533	-0.003535	-0.04854	-0.08626	-0.1095	-0.1239	-0.1256	-0.1092	-0.08114	-0.05556	-0.04182	-0.03618	-0.03307	-0.03166	-0.03278	-0.03336	-0.02712	-0.01432	-0.001669	0.00755	0.01159	0.006069
YLR098C	CHA4	-0.09235	-0.06821	-0.04672	-0.0303	-0.02606	-0.03251	-0.03916	-0.03364	-0.01476	0.01119	0.03582	0.04906	0.04205	0.004851	-0.04286	-0.06552	-0.04738	-0.006647	0.04133	0.09306	0.1396	0.1574	0.1428	0.1084	0.05527
YLR099C		0.2769	-0.1061	-0.372	-0.5268	-0.5275	-0.4057	-0.2795	-0.2034	-0.1567	-0.145	-0.1761	-0.2232	-0.24	-0.2049	-0.1359	-0.0464	0.07761	0.2144	0.2973	0.293	0.2415	0.1857	0.138	0.08697	0.03996
YLR100W		-0.1254	-0.2617	-0.3679	-0.4412	-0.4744	-0.4649	-0.4167	-0.3386	-0.2438	-0.1429	-0.01998	0.1087	0.1841	0.1548	0.05965	-0.0257	-0.0307	0.01593	0.04121	-0.005772	-0.0833	-0.1254	-0.1131	-0.06124	0.04503
YLR101C		-0.06375	-0.178	-0.2605	-0.3116	-0.3309	-0.3206	-0.2847	-0.2092	-0.1013	0.00311	0.09286	0.1618	0.1813	0.1241	0.02631	-0.04583	-0.08083	-0.08728	-0.02888	0.139	0.3513	0.4796	0.4868	0.4113	0.2371
YLR102C	APC9	0.2224	0.1562	0.1033	0.06404	0.03906	0.02716	0.02578	0.03933	0.06954	0.1097	0.1598	0.2113	0.2455	0.2501	0.2353	0.2156	0.1924	0.1651	0.1448	0.1408	0.1502	0.1657	0.1831	0.2024	0.2218
YLR103C	CDC45	-0.7075	0.1467	0.7654	1.149	1.214	1.002	0.707	0.4045	0.0946	-0.1436	-0.3047	-0.3961	-0.3584	-0.1033	0.2692	0.5364	0.5804	0.4903	0.3541	0.2023	0.03994	-0.08365	-0.1553	-0.1949	-0.2021
YLR105C	SEN2	0.09166	0.1486	0.1811	0.1901	0.1642	0.1109	0.05923	0.02626	0.007967	0.001968	0.006033	0.01445	0.01965	0.01964	0.01829	0.01676	0.0118	0.005033	0.004956	0.01941	0.03827	0.04309	0.02837	-0.0005533	-0.04584
YLR106C		-0.05334	0.01712	0.0457	0.04515	0.004909	-0.05296	-0.06674	0.0005516	0.1062	0.1922	0.2356	0.244	0.2055	0.1056	-0.0255	-0.1321	-0.1971	-0.2288	-0.2098	-0.1187	0.01131	0.1153	0.1736	0.2071	0.2112
YLR107W		0.1967	0.1459	0.08185	0.01651	-0.05884	-0.128	-0.1416	-0.05651	0.07117	0.1416	0.1091	0.02629	-0.0594	-0.1276	-0.181	-0.2064	-0.2022	-0.1828	-0.1599	-0.1378	-0.1129	-0.08421	-0.05224	-0.02018	0.00836
YLR108C		-0.005936	0.08849	0.1499	0.1849	0.1938	0.1907	0.2024	0.2255	0.2534	0.3089	0.4135	0.5262	0.5755	0.5129	0.3967	0.3153	0.3222	0.3727	0.4077	0.391	0.3588	0.3611	0.4129	0.5001	0.6292
YLR109W		-0.1985	-0.1497	-0.09316	-0.03553	0.03012	0.08929	0.103	0.03449	-0.0732	-0.1394	-0.1129	-0.03082	0.05504	0.1301	0.2	0.2429	0.224	0.1753	0.175	0.2654	0.402	0.532	0.6385	0.731	0.7967
YLR110C		-1.112	-1.012	-0.9097	-0.7991	-0.6572	-0.4904	-0.3364	-0.214	-0.1229	-0.07248	-0.07329	-0.1188	-0.1924	-0.3035	-0.4176	-0.4523	-0.3759	-0.2485	-0.1249	-0.002495	0.1205	0.1879	0.1843	0.1253	0.00153
YLR112W		-0.5149	-0.5332	-0.5266	-0.4988	-0.4437	-0.3675	-0.2918	-0.2163	-0.1433	-0.09824	-0.1054	-0.1451	-0.1771	-0.1876	-0.1876	-0.1748	-0.1497	-0.1183	-0.08641	-0.04688	-0.002025	0.02797	0.03609	0.02578	-0.007442
YLR113W	HOG1	-0.4707	-0.4119	-0.3555	-0.3049	-0.2616	-0.2314	-0.2242	-0.25	-0.2909	-0.315	-0.305	-0.2715	-0.2244	-0.1674	-0.1001	-0.02562	0.0578	0.1378	0.1905	0.2045	0.1916	0.1623	0.1202	0.0599	-0.02107
YLR114C		-0.06627	-0.103	-0.1194	-0.1113	-0.06241	0.02027	0.1055	0.1819	0.2419	0.26	0.2271	0.1678	0.1063	0.04456	-0.01276	-0.03734	-0.000895	0.06934	0.1184	0.112	0.07628	0.047	0.03605	0.03705	0.05834
