gid	gname	t0	t5	t10	t15	t20	t25	t30	t35	t40	t45	t50	t55	t60	t65	t70	t75	t80	t85	t90	t95	t100	t105	t110	t115	t120
YPL006W	NCR1	0.2966	0.3315	0.3466	0.3448	0.3232	0.2829	0.2324	0.1757	0.1159	0.0597	0.009355	-0.02818	-0.03891	-0.0153	0.0272	0.06807	0.09379	0.115	0.1473	0.2012	0.2554	0.2775	0.261	0.2206	0.1557
YPL007C		-0.1732	0.07985	0.2788	0.4178	0.4789	0.4668	0.41	0.3171	0.2067	0.1228	0.06722	0.02565	0.01816	0.07177	0.1675	0.2566	0.3201	0.3577	0.3483	0.2734	0.1658	0.08206	0.0388	0.01886	0.02766
YPL008W	CHL1	-0.113	0.06861	0.1875	0.2518	0.25	0.1933	0.1239	0.06014	-0.003811	-0.06165	-0.1158	-0.1566	-0.1597	-0.107	-0.0199	0.06644	0.1209	0.1453	0.1539	0.1785	0.2148	0.222	0.1849	0.1058	-0.02998
YPL009C		-0.301	-0.2495	-0.2075	-0.1739	-0.154	-0.1444	-0.1304	-0.0937	-0.04632	-0.01876	-0.03293	-0.07277	-0.1119	-0.1289	-0.1308	-0.1338	-0.1718	-0.2256	-0.2323	-0.1434	-0.01469	0.06051	0.05459	-0.00885	-0.1464
YPL010W	RET3	0.07896	0.09845	0.1078	0.1119	0.1081	0.09998	0.1011	0.125	0.1585	0.1751	0.1612	0.1309	0.1001	0.06776	0.03572	0.02322	0.03801	0.06768	0.1012	0.1423	0.1918	0.235	0.266	0.2874	0.2963
YPL011C	TAF47	-0.1882	-0.1852	-0.1789	-0.1705	-0.1606	-0.1482	-0.1316	-0.1051	-0.07344	-0.05053	-0.05104	-0.06733	-0.07987	-0.07608	-0.06628	-0.06534	-0.08051	-0.1088	-0.1496	-0.2074	-0.2687	-0.307	-0.3143	-0.2985	-0.256
YPL012W		-0.2085	-0.4003	-0.5116	-0.5619	-0.5384	-0.4608	-0.3971	-0.3653	-0.3345	-0.2989	-0.2825	-0.3079	-0.3678	-0.451	-0.5316	-0.5799	-0.5711	-0.5316	-0.5081	-0.5256	-0.5623	-0.5946	-0.6151	-0.626	-0.6184
YPL013C		-0.4864	-0.2917	-0.1583	-0.08103	-0.08069	-0.1365	-0.1809	-0.1794	-0.1637	-0.1653	-0.2079	-0.264	-0.2885	-0.245	-0.1706	-0.1308	-0.1841	-0.2819	-0.3281	-0.2614	-0.1455	-0.07196	-0.06828	-0.1112	-0.2165
YPL014W		-0.6095	-0.3074	-0.1096	-0.005903	-0.02385	-0.1352	-0.2456	-0.3171	-0.3763	-0.425	-0.472	-0.4913	-0.4328	-0.2504	-0.02708	0.09272	0.01955	-0.1612	-0.3314	-0.4431	-0.5283	-0.5895	-0.6268	-0.6394	-0.628
YPL015C	HST2	-0.4788	-0.213	-0.005902	0.1373	0.1903	0.1587	0.0845	-0.02583	-0.1488	-0.2166	-0.1924	-0.1126	-0.01858	0.08804	0.1958	0.2479	0.2135	0.1272	0.03094	-0.06808	-0.1644	-0.2186	-0.2198	-0.1817	-0.102
YPL016W	SWI1	-0.2587	-0.1224	-0.01252	0.06837	0.1048	0.099	0.07491	0.05276	0.03542	0.02085	0.004731	-0.01349	-0.03011	-0.0432	-0.04869	-0.0397	-0.002124	0.05005	0.08149	0.06939	0.03099	-0.008958	-0.04183	-0.07133	-0.09116
YPL017C		-0.1785	-0.03943	0.06033	0.1257	0.1589	0.1652	0.1541	0.1148	0.04872	-0.01663	-0.0675	-0.1082	-0.1383	-0.1566	-0.1658	-0.1715	-0.1741	-0.1728	-0.1701	-0.1708	-0.1707	-0.1598	-0.1356	-0.1006	-0.05288
YPL018W	CTF19	-0.3867	-0.1961	-0.05455	0.04345	0.09685	0.1168	0.127	0.1284	0.1099	0.07766	0.02956	-0.02532	-0.06434	-0.07447	-0.06992	-0.06896	-0.0656	-0.06824	-0.1167	-0.2534	-0.4269	-0.5369	-0.5526	-0.5001	-0.365
YPL019C		-0.2227	-0.1911	-0.1832	-0.1848	-0.1943	-0.1963	-0.1554	-0.04295	0.08885	0.1546	0.1105	0.01467	-0.06556	-0.1048	-0.1342	-0.171	-0.2137	-0.2517	-0.2891	-0.3395	-0.3867	-0.3898	-0.338	-0.2419	-0.09221
YPL020C	ULP1	0.03851	0.03636	0.02328	0.002735	-0.0316	-0.06955	-0.0829	-0.04146	0.02976	0.07625	0.06128	0.01274	-0.027	-0.03321	-0.02409	-0.02167	-0.05004	-0.09585	-0.1249	-0.1159	-0.09095	-0.08102	-0.09515	-0.1259	-0.1796
YPL021W	ECM23	0.07056	0.02108	-0.01778	-0.04563	-0.06193	-0.06694	-0.06139	-0.0422	-0.01476	0.007379	0.01842	0.02452	0.03006	0.03534	0.04005	0.04766	0.06539	0.08526	0.08796	0.05842	0.01451	-0.01371	-0.01742	-0.005501	0.02567
YPL022W	RAD1	0.1386	0.1601	0.1673	0.1587	0.1217	0.06166	0.004993	-0.03039	-0.05002	-0.06278	-0.08042	-0.09742	-0.0967	-0.06086	-0.005062	0.03894	0.0536	0.04808	0.03075	0.0003785	-0.03632	-0.05907	-0.06079	-0.04598	-0.01179
YPL023C	MET12	-0.06412	0.06841	0.1542	0.1982	0.1922	0.1486	0.1032	0.05891	0.01099	-0.0163	-0.006641	0.03042	0.08034	0.141	0.199	0.2235	0.1943	0.136	0.08384	0.05138	0.03239	0.03273	0.0532	0.09003	0.1422
YPL024W	NCE4	0.02045	0.1565	0.2555	0.321	0.3354	0.3113	0.2978	0.3186	0.3504	0.3723	0.3746	0.3686	0.3654	0.3697	0.3727	0.366	0.3472	0.3265	0.3134	0.3261	0.3624	0.4014	0.4325	0.4558	0.4666
YPL025C		0.02825	-0.02326	-0.05655	-0.07404	-0.06737	-0.04479	-0.0336	-0.04794	-0.06912	-0.07527	-0.05255	-0.01608	0.01265	0.01891	0.01058	9.544e-05	-0.007509	-0.01327	-0.01388	-0.01019	-0.004791	0.00302	0.01392	0.02917	0.05033
YPL026C	SKS1	-0.2241	-0.1238	-0.05863	-0.02156	-0.02096	-0.04378	-0.05082	-0.02956	0.006392	0.05704	0.1378	0.2354	0.3064	0.3305	0.3143	0.2546	0.1441	0.009805	-0.09953	-0.177	-0.2333	-0.246	-0.2073	-0.1202	0.02149
YPL027W		-0.00203	-0.01524	-0.03757	-0.06449	-0.09612	-0.1265	-0.1421	-0.1364	-0.1187	-0.09927	-0.08164	-0.0608	-0.03373	0.008659	0.05591	0.0817	0.06505	0.02036	-0.02563	-0.06633	-0.1035	-0.1229	-0.1197	-0.09878	-0.06001
YPL028W	ERG10	0.09823	0.01935	-0.03831	-0.07447	-0.07653	-0.05204	-0.03085	-0.03425	-0.05105	-0.0624	-0.05351	-0.02174	0.03354	0.1096	0.1856	0.2349	0.2293	0.1958	0.1914	0.2526	0.3443	0.4159	0.4522	0.4664	0.4495
YPL029W	SUV3	-0.2745	-0.2906	-0.2786	-0.244	-0.1754	-0.08427	-0.01045	0.02882	0.04994	0.06366	0.06948	0.06756	0.06972	0.08711	0.1105	0.1214	0.1023	0.06408	0.03	0.01262	0.008302	0.016	0.03378	0.058	0.08507
YPL030W		-0.1819	-0.2791	-0.3405	-0.3713	-0.368	-0.3364	-0.2955	-0.2391	-0.1694	-0.118	-0.1049	-0.125	-0.172	-0.2547	-0.3537	-0.4195	-0.4331	-0.4105	-0.3553	-0.2545	-0.1329	-0.05034	-0.02477	-0.03833	-0.09715
YPL031C	PHO85	0.01927	-0.03757	-0.08526	-0.121	-0.1387	-0.1401	-0.1349	-0.1322	-0.1296	-0.1196	-0.08491	-0.03128	0.01501	0.03326	0.03098	0.0242	0.01947	0.01651	0.02108	0.03024	0.04328	0.06927	0.1124	0.1716	0.2476
YPL032C	SVL3	-0.5808	-0.502	-0.3889	-0.2546	-0.07604	0.12	0.2457	0.2646	0.2084	0.09069	-0.1306	-0.4173	-0.6344	-0.708	-0.671	-0.5491	-0.3126	-0.03409	0.1071	0.01901	-0.1827	-0.3653	-0.4897	-0.5934	-0.659
YPL033C		-0.2812	-0.2356	-0.1889	-0.1424	-0.09174	-0.0419	-0.007816	0.004733	0.003519	-0.006098	-0.02562	-0.05142	-0.07041	-0.07334	-0.06237	-0.04157	-0.006681	0.03274	0.05184	0.02694	-0.02874	-0.08465	-0.1292	-0.1665	-0.1898
YPL036W	PMA2	-1.528	-1.071	-0.753	-0.5513	-0.5051	-0.5603	-0.5526	-0.3951	-0.1649	0.05631	0.2553	0.4166	0.455	0.2998	0.03109	-0.2093	-0.2865	-0.2778	-0.3605	-0.6859	-1.096	-1.301	-1.218	-0.9163	-0.3426
YPL037C	EGD1	0.07092	0.1199	0.1473	0.1509	0.1121	0.04435	-0.006903	-0.01128	0.005439	0.004479	-0.04734	-0.1217	-0.1649	-0.1446	-0.08842	-0.03333	-0.001501	0.02466	0.06795	0.148	0.2383	0.2929	0.2975	0.2642	0.1856
YPL038W	MET31	-0.03701	-0.1469	-0.2109	-0.2348	-0.2101	-0.1485	-0.08637	-0.03079	0.0288	0.08264	0.1235	0.1436	0.1322	0.07818	0.006429	-0.03948	-0.04416	-0.02572	0.009098	0.07209	0.1504	0.2005	0.2076	0.1816	0.1156
YPL039W		-0.04077	-0.09272	-0.1095	-0.09804	-0.04826	0.02549	0.07935	0.09294	0.08806	0.08413	0.08729	0.08715	0.07833	0.05978	0.0423	0.03835	0.04841	0.06278	0.07865	0.1052	0.1385	0.1563	0.1503	0.1224	0.0658
YPL040C	ISM1	0.001843	-0.009433	-0.01615	-0.01856	-0.0135	-0.002779	0.005883	0.003725	-0.009107	-0.02696	-0.05118	-0.06993	-0.05775	0.008592	0.1002	0.1645	0.1686	0.1369	0.1021	0.07677	0.058	0.05573	0.07085	0.09628	0.1299
YPL041C		-0.02007	-0.01625	0.008541	0.04621	0.1027	0.1637	0.1904	0.1579	0.09414	0.04045	0.01808	0.01209	0.009455	0.0104	0.01645	0.01651	0.01524	0.01432	-0.00187	-0.06006	-0.1381	-0.1783	-0.1633	-0.1085	-0.005637
YPL042C	SSN3	-0.03078	-0.1432	-0.2201	-0.2673	-0.2811	-0.2694	-0.2559	-0.2455	-0.2283	-0.2054	-0.1805	-0.1618	-0.1576	-0.167	-0.1798	-0.1902	-0.2019	-0.2195	-0.2392	-0.2626	-0.285	-0.2937	-0.2854	-0.2666	-0.2385
YPL043W	NOP4	-0.6112	-0.8229	-0.9454	-0.9913	-0.9261	-0.7754	-0.6417	-0.5613	-0.5108	-0.5046	-0.5777	-0.7103	-0.8333	-0.9065	-0.9417	-0.9479	-0.9671	-0.9876	-0.9384	-0.7493	-0.5032	-0.3581	-0.36	-0.4677	-0.7079
YPL044C		-0.878	-0.8609	-0.8206	-0.7603	-0.6547	-0.5151	-0.3985	-0.3416	-0.3288	-0.339	-0.3752	-0.4392	-0.5083	-0.5745	-0.63	-0.6526	-0.5944	-0.4991	-0.4826	-0.6312	-0.8674	-1.061	-1.168	-1.207	-1.149
YPL045W	VPS16	-0.01424	-0.01925	-0.01623	-0.008905	-0.002659	0.0005527	0.002115	0.008602	0.02241	0.03863	0.05232	0.05775	0.04891	0.02095	-0.01466	-0.03936	-0.039	-0.02138	-0.0009697	0.0193	0.0357	0.03256	0.005853	-0.03713	-0.09505
YPL048W	CAM1	-0.2038	-0.1767	-0.153	-0.1287	-0.09324	-0.0484	-0.008846	0.01223	0.01757	0.01641	0.02216	0.03646	0.05094	0.047	0.02574	0.008337	-0.01375	-0.04049	-0.03782	0.02721	0.1275	0.2071	0.2478	0.2597	0.2289
YPL049C	DIG1	-0.2922	-0.6154	-0.8426	-0.9772	-0.9898	-0.9049	-0.8062	-0.7273	-0.654	-0.5984	-0.5548	-0.5136	-0.4825	-0.4734	-0.4862	-0.5107	-0.5385	-0.5687	-0.6032	-0.6599	-0.7192	-0.726	-0.6636	-0.5459	-0.3638
YPL050C	MNN9	-0.2153	-0.1241	-0.03232	0.05164	0.1233	0.1757	0.1967	0.1892	0.1711	0.154	0.1279	0.08851	0.05537	0.04355	0.04989	0.06657	0.11	0.1623	0.1639	0.07457	-0.05363	-0.1417	-0.1681	-0.1551	-0.08967
YPL052W		0.2756	0.1803	0.09056	0.009744	-0.04244	-0.0672	-0.09256	-0.1414	-0.2115	-0.2939	-0.4003	-0.5089	-0.5598	-0.5176	-0.4227	-0.3293	-0.2631	-0.2157	-0.1905	-0.1901	-0.208	-0.2333	-0.2621	-0.2965	-0.3348
YPL053C	KTR6	0.02463	0.133	0.2	0.2349	0.2424	0.2307	0.2146	0.1939	0.1508	0.07381	-0.05469	-0.1988	-0.2896	-0.2944	-0.2394	-0.1437	0.01707	0.2038	0.3025	0.2471	0.1139	0.002176	-0.05921	-0.09784	-0.09903
YPL054W	LEE1	0.1765	0.3191	0.3828	0.3842	0.3025	0.1659	0.06339	0.03093	0.02458	0.01391	-0.003541	-0.009011	-0.001037	0.02732	0.06732	0.09687	0.1062	0.1037	0.09489	0.07873	0.05774	0.04236	0.03524	0.03185	0.03187
YPL055C		-0.1149	-0.09521	-0.06	-0.01264	0.05769	0.1422	0.208	0.2369	0.2404	0.2304	0.2084	0.1756	0.1435	0.1142	0.08748	0.07131	0.07019	0.07917	0.09207	0.1082	0.1232	0.1253	0.1123	0.08937	0.0558
YPL057C	SUR1	-0.893	-0.5233	-0.2383	-0.04178	0.0525	0.04996	-0.02475	-0.1946	-0.4247	-0.6032	-0.6801	-0.6667	-0.5441	-0.2693	0.06557	0.2771	0.295	0.2053	0.05918	-0.1644	-0.438	-0.6371	-0.7227	-0.7259	-0.6271
YPL058C	PDR12	-0.2931	-0.3508	-0.3451	-0.2848	-0.1391	0.05583	0.1906	0.2168	0.1728	0.08017	-0.06685	-0.2398	-0.3661	-0.417	-0.4204	-0.3881	-0.3163	-0.225	-0.1614	-0.1437	-0.1435	-0.139	-0.123	-0.1006	-0.06815
YPL059W	GRX5	0.2735	0.1976	0.1326	0.07834	0.03282	-0.00277	-0.02393	-0.0267	-0.01565	0.0009196	0.02374	0.05445	0.0862	0.1155	0.1392	0.1508	0.1338	0.1016	0.09225	0.1305	0.198	0.2676	0.3298	0.3875	0.4314
YPL060W		0.2765	0.1568	0.06573	0.003868	-0.01656	-0.0004363	0.02707	0.05672	0.08845	0.1108	0.1194	0.1146	0.09211	0.04192	-0.02043	-0.061	-0.06379	-0.04571	-0.02219	0.003745	0.03333	0.0575	0.07292	0.08077	0.07877
YPL061W	ALD6	0.2983	0.3042	0.2041	0.02067	-0.3071	-0.7204	-1.017	-1.088	-1.008	-0.8493	-0.5951	-0.2788	-0.04587	0.02581	-0.02509	-0.1694	-0.4221	-0.7129	-0.8845	-0.8682	-0.7257	-0.4956	-0.1948	0.182	0.63
YPL063W		-0.3438	-0.3199	-0.3178	-0.3317	-0.3632	-0.4024	-0.4255	-0.426	-0.4064	-0.3566	-0.2634	-0.151	-0.06512	-0.02489	-0.01136	-0.01354	-0.04376	-0.09452	-0.1251	-0.1085	-0.0706	-0.04998	-0.05846	-0.08652	-0.1409
YPL064C		0.1009	0.03433	-0.01977	-0.0615	-0.09485	-0.1183	-0.124	-0.09961	-0.05906	-0.0337	-0.03285	-0.03513	-0.02582	-0.001486	0.01573	0.002155	-0.06542	-0.1531	-0.199	-0.17	-0.1058	-0.05348	-0.02739	-0.01545	-0.02495
YPL065W	VPS28	0.1005	0.08983	0.07254	0.05323	0.02793	0.002388	-0.004139	0.02226	0.06612	0.1026	0.1247	0.1421	0.1556	0.1642	0.1673	0.1661	0.1718	0.1815	0.1761	0.1423	0.09923	0.07541	0.07795	0.09826	0.1416
YPL066W		-0.3717	-0.1811	-0.04763	0.0326	0.04011	-0.01229	-0.07204	-0.1176	-0.1552	-0.1734	-0.1696	-0.1352	-0.05046	0.1171	0.3161	0.4407	0.4387	0.3597	0.2508	0.1079	-0.0582	-0.1786	-0.2303	-0.2275	-0.1574
YPL067C		-0.08272	0.1368	0.2927	0.3903	0.4191	0.3924	0.3508	0.3126	0.2694	0.2218	0.153	0.08023	0.05567	0.1183	0.229	0.323	0.3511	0.3318	0.3017	0.288	0.2862	0.2858	0.2814	0.2686	0.2376
YPL068C		-0.02542	-0.09002	-0.1217	-0.1227	-0.08233	-0.0107	0.05862	0.1102	0.1475	0.1652	0.1636	0.1481	0.12	0.07441	0.01881	-0.02604	-0.03839	-0.02815	-0.02205	-0.03218	-0.04649	-0.05549	-0.0588	-0.06086	-0.05939
